NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company,Market_Type,Per_Share _Holds,Performance_Category
ZEPPE'S PIZZERIA,WILLOUGHBY,OH,44094,8500.0,39085.0,LAKE,1692.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,10-50 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,179737.1694,147125.418957207,32611.7504427934,31465.4674746811,17194.2445216837,37445.243625,33758.0334109056,0.6841316048214997,LSR,68.41,Focus
JIMMY JOHN'S GOURMET SANDWICH SHOP,KENT,OH,44240,2540.0,39133.0,PORTAGE,1692.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,257272.938,229343.685762744,27929.2522372561,30519.7915752045,36105.6420226558,49598.0344078037,91424.4508017621,0.0035830663750183733,LSR,0.36,Study
CAFFE BACI,CHICAGO,IL,60606,3728.0,17031.0,COOK,1602.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,208294.220230554,191641.784236106,16652.435994448,33701.3585601925,27754.0599907467,36219.0482879245,61455.4185509392,0.5991281599488434,LSR,59.91,Attention
THONG THAI RESTAURANT,PORTLAND,OR,97223,8463.0,41067.0,WASHINGTON,6442.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,81932.3451615036,76932.0901326117,5000.25502889195,12287.9613186381,15870.3746569179,11408.8994704586,30407.9781246605,0.8013329325244798,FSR,80.13,Apex
DOMINO'S PIZZA,PITTSBURGH,PA,15205,2351.0,42003.0,ALLEGHENY,6280.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,189602.1999,155200.525237022,34401.6746629783,33192.4769595344,18137.9655516582,39500.4583125,35610.8723664222,0.962919124130526,LSR,96.29,Apex
FOOTHILLS DELI AND CATERING,GREENVILLE,SC,29609,2868.0,45045.0,GREENVILLE,3160.0,"EVENT CATERING, PARTY SERVICE",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,others,,NoShare
SUBWAY,NASHVILLE,TN,37211,4516.0,47037.0,DAVIDSON,5360.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,140672.5785,120401.497165394,20271.0813346058,22586.8174473339,21177.2389439342,30842.9201101038,29651.4906608016,0.5357550533287008,LSR,53.58,Attention
MCALISTER'S DELI,CHATTANOOGA,TN,37405,1921.0,47065.0,HAMILTON,1560.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,251-500 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,105684.6294,94211.6284110132,11473.0009889868,12537.1633995595,14831.7635973568,20374.2761524229,37556.0650731278,0.873983213442958,LSR,87.4,Apex
SOUVALY THAI CUISINE,PEARL CITY,HI,96782,2638.0,15003.0,HONOLULU,3320.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,141055.730561976,132447.230161966,8608.50040000984,21155.1049527652,27322.6317043791,19641.7012907597,52350.7481792659,0.3919676469851163,FSR,39.2,Study
QDOBA MEXICAN GRILL,KNOXVILLE,TN,37919,5608.0,47093.0,KNOX,3840.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,299338.4268,269139.343494139,30199.083305861,48382.4466931995,45889.8239441443,50970.9395479876,98905.9924144337,0.7476264518392267,LSR,74.76,Focus
STARBUCKS,CARROLLTON,TX,75006,3704.0,48113.0,DALLAS,1922.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,185619.546,129748.062654,55871.483346,50117.27742,23944.921434,22274.34552,0.0,0.7457549025063409,LSR,74.58,Focus
PARK PLACE DELI,IRVING,TX,75038,2520.0,48113.0,DALLAS,1922.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,32169.8628,28278.8928567943,3890.96994320572,4422.17192675642,4527.05894261674,5907.50740942364,10292.4613628103,0.22682418744367028,LSR,22.68,Study
PAPA JOHN'S,FORT WORTH,TX,76134,4204.0,48439.0,TARRANT,1922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,228880.9953,187352.523895121,41528.4714048788,40068.7711797513,21895.5033769133,47683.5406875,42988.1716300064,0.5847970716967358,LSR,58.48,Attention
LENNY'S SUB SHOP,HUMBLE,TX,77338,3945.0,48201.0,HARRIS,3362.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,101-250 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,112343.4522,96154.63074496,16188.82145504,18038.2066874866,16912.4939373017,24631.6670814267,23680.1717806752,0.7545087701796113,LSR,75.45,Apex
LOS ANGELES TORTILLERIA & RESTAURANT,SAN ANTONIO,TX,78207,3323.0,48029.0,BEXAR,7240.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,160155.396631411,150381.261327071,9774.1353043397,24019.6141694548,31022.2555311651,22301.2879250246,59439.3067562586,0.5375702431418964,FSR,53.76,Attention
FISH CITY GRILL,GEORGETOWN,TX,78628,5342.0,48491.0,WILLIAMSON,640.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",SEAFOOD & FISH,10-50 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$10 TO $15,NOT APPLICABLE,465171.094076279,435680.387236417,29490.7068398622,60447.8024176181,81248.7982181102,77447.0496383858,186774.476652461,0.16562951768592937,FSR,16.56,Study
TAQUERIA HUENTITAN JALISCO,AUSTIN,TX,78723,3984.0,48453.0,TRAVIS,640.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,142364.140937296,133675.789465696,8688.35147160008,21351.3363196221,27576.072062035,19823.8945675261,52836.3453386341,0.47449016426242896,FSR,47.45,Attention
WINGS TO GO,AUSTIN,TX,78749,1415.0,48453.0,TRAVIS,640.0,LSR - QUICK CASUAL,CHICKEN,CHICKEN WINGS,51-100 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,227219.8788,204296.553779609,22923.3250203907,36725.8350062133,34833.7510362763,38690.6914365325,75076.9216276289,0.28998398217516663,LSR,29.0,Study
JESSE'S BURRITOS,BORGER,TX,79007,4117.0,48233.0,HUTCHINSON,,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,38270.8719,31326.9541349809,6943.91776501913,6699.84332688138,3661.11657206633,7973.0983125,7187.99220315689,0.30042298267987655,LSR,30.04,Study
TEXAS CHICKEN BOWL 2,AMARILLO,TX,79109,1706.0,48375.0,POTTER,320.0,LSR - QUICK CASUAL,CHICKEN,FRIED CHICKEN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,64368.4104,57874.533189794,6493.87721020604,10403.947191801,9867.94462841892,10960.5652383901,21268.3068418918,0.6603274718074965,LSR,66.03,Focus
BORN RESTAURANT,VIENNA,VA,22180,5727.0,51059.0,FAIRFAX,8872.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,130065.935793899,122128.132375005,7937.80341889392,19506.8893091911,25193.8978077937,18111.3964586105,48272.0483905137,0.008689145512332574,FSR,0.87,Study
757 RESTAURANT,VIRGINIA BEACH,VA,23456,3500.0,51810.0,VIRGINIA BEACH CITY,5720.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,133409.938769142,121731.983542329,11677.9552268131,16370.536711933,21506.391366657,27788.6421496677,47491.3702744871,0.29497726906915644,FSR,29.5,Study
MOJO EXPRESSO AND MORE,AUBURN,WA,98092,3122.0,53033.0,KING,7602.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,29076.1086,20324.1999114,8751.9086886,7850.549322,3750.8180094,3489.133032,0.0,0.3281172914924212,LSR,32.81,Study
SUSHI MAKI,SEATTLE,WA,98122,6818.0,53033.0,KING,7602.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,SUSHI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,50214.8297201732,47150.2652390966,3064.56448107656,7531.06583251328,9726.66117906908,6992.30496911041,18636.4913716886,0.9451966593577015,FSR,94.52,Apex
JAMBA JUICE,BURLINGTON,WA,98233,3230.0,53057.0,SKAGIT,,"LSR - SMOOTHIE, JUICE",BEVERAGES,SMOOTHIE / JUICE,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,140817.0582,98431.1236818,42385.9345182,38020.605714,18165.4005078,16898.046984,0.0,0.7981726438605482,LSR,79.82,Apex
RESTAURANT LA PRESA MEXICANA II,AIRWAY HEIGHTS,WA,99001,,53063.0,SPOKANE,7840.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,87182.1819703602,81861.5342705078,5320.64769985239,13075.3157085219,16887.2731343141,12139.9277386046,32356.3774110116,0.44138592038245283,FSR,44.14,Attention
SAMBA BRAZILIAN STEAK HOUSE,MADISON,WI,53703,1897.0,55025.0,DANE,4720.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,122350.779517594,115458.209314425,6892.57020316944,11487.6170052824,21152.5321123933,16373.6834381959,59551.806555384,0.7770410125925903,FSR,77.7,Apex
KIMONO JAPANESE SEAFOOD & STEAK HOUSE,PRINCETON,WV,24740,6900.0,54055.0,MERCER,,FSR - UPSCALE CASUAL DINING RESTAURANTS,OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,170752.064208355,157322.816621653,13429.247586702,22395.726920506,34678.5753229773,33143.2192726684,52775.3053026184,0.07090199757867444,FSR,7.09,Study
QDOBA MEXICAN GRILL,PEABODY,MA,1960,1520.0,25009.0,ESSEX,1122.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,320319.045,288003.309169425,32315.7358305754,51773.5704206256,49106.2398441337,54543.4906346749,105838.309413366,0.43388585572384264,LSR,43.39,Attention
ARBY'S,ROXBORO,NC,27573,5903.0,37145.0,PERSON,,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,291283.9137,249309.564690147,41974.3490098533,46769.4319265418,43850.6858033401,63864.9449338662,61397.9095202076,0.813483266524406,LSR,81.35,Apex
CHOCOLATE CAFE,FAIRFIELD,IA,52556,3213.0,19101.0,JEFFERSON,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,77333.1313955504,70563.8242935568,6769.30710199364,9489.43443224502,12466.5119011846,16108.1155908697,27529.1062380815,0.03268979943340089,FSR,3.27,Study
FOUR C'S RESTAURANT INC,CULPEPER,VA,22701,3116.0,51047.0,CULPEPER,8872.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.9629705041576176,FSR,96.3,Apex
GARLIC JIM'S FAMOUS GOURMET PIZZA,VALENCIA,CA,91354,1430.0,6037.0,LOS ANGELES,4472.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,10-50 UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,156962.4156,128482.946698087,28479.4689019133,27478.4330881378,15015.5372066327,32700.50325,29480.5047156888,0.15521447679069267,LSR,15.52,Study
JUDY'S COUNTRY KITCHEN,MILLEDGEVILLE,GA,31061,2315.0,13009.0,BALDWIN,,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,172438.358522064,156305.044508882,16133.3140131824,21288.0163604436,27889.6526999185,39573.6446870439,53572.7310617112,0.30238964032134663,FSR,30.24,Study
QUALITY INN,BELLEVILLE,IL,62226,6665.0,17163.0,SAINT CLAIR,7040.0,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,UNKNOWN,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,51 - 100,,,,,,,,,Star Hotels,,NoShare
DIM SUM KING,HOUSTON,TX,77036,4631.0,48201.0,HARRIS,3362.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,65375.6265098996,61385.8126631372,3989.81384676245,9804.83554024798,12663.3222092895,9103.41269006101,24263.1968715214,0.7807303543125585,FSR,78.07,Apex
HOLIDAY INN,LEVELLAND,TX,79336,4625.0,48219.0,HOCKLEY,,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,5 TO 9,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,51 - 100,,,,,,,,,Star Hotels,,NoShare
DEL TACO,GREELEY,CO,80631,8534.0,8123.0,WELD,2082.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,364319.6778,298217.032178763,66102.6456212372,63779.1782883291,34852.0099936225,75899.932875,68426.1129541454,0.7022452719816807,LSR,70.22,Focus
EL TAQUITO,AUSTIN,TX,78741,1319.0,48453.0,TRAVIS,640.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,156175.3386,127838.677993048,28336.6606069515,27340.6444169005,14940.2428507653,32536.528875,29332.6767970026,0.8408978718583128,LSR,84.09,Apex
BEN & JERRY'S,HUNTINGTON,NY,11743,6940.0,36103.0,SUFFOLK,5602.0,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS",FROZEN DESSERT,ICE CREAM / DAIRY,251-500 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,79789.6176,65347.6968144,14441.9207856,11170.546464,10292.8606704,29522.158512,0.0,0.14397028383439525,LSR,14.4,Study
OSIAN BAR & LOUNGE,ORANGE,CA,92865,3950.0,6059.0,ORANGE,4472.0,NIGHTLIFE VENUES,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,others,,NoShare
